name,year,selling_price,price,transmission,owner
Hyundai Santro Magna BSIV,2019,450000,29700,Manual,First Owner
Hyundai Santro Sportz AMT BSIV,2018,565000,37290,Automatic,First Owner
Hyundai Santro Sportz BSIV,2018,490000,32340,Manual,First Owner
Hyundai Santro Sportz BSIV,2019,458000,30228,Manual,First Owner
Hyundai Santro Xing (Non-AC),2013,184000,12144,Manual,First Owner
Hyundai Santro Xing GL,2008,105000,6930,Manual,First Owner
Hyundai Santro Xing GL,2010,150000,9900,Manual,First Owner
Hyundai Santro Xing GL CNG,2007,127000,8382,Manual,First Owner
Hyundai Santro Xing GL Plus,2012,350000,23100,Manual,First Owner
Hyundai Santro Xing GL Plus LPG,2011,191000,12606,Manual,First Owner
Hyundai Santro Xing GL Plus LPG,2015,300000,19800,Manual,First Owner
Hyundai Santro Xing GLS,2011,165000,10890,Manual,First Owner
Hyundai Santro Xing GLS,2014,238000,15708,Manual,First Owner
Hyundai Santro Xing GLS,2013,200000,13200,Manual,First Owner
Hyundai Santro Xing GLS CNG,2011,185000,12210,Manual,First Owner
Hyundai Santro Xing XG,2004,70000,4620,Manual,First Owner
Hyundai Santro Xing XL,2007,90000,5940,Manual,First Owner
Hyundai Santro Xing XO,2005,99000,6534,Manual,First Owner
Hyundai Santro Xing XO eRLX Euro II,2006,150000,9900,Manual,First Owner
Hyundai Santro Xing XS eRLX Euro III,2006,80000,5280,Manual,First Owner
Hyundai Sonata 2.0L CRDi MT,2009,330000,21780,Manual,First Owner
Hyundai Sonata 2.4L AT,2008,168000,11088,Automatic,First Owner
Hyundai Venue SX Plus Dual Tone Turbo DCT,2019,1150000,75900,Automatic,First Owner
Hyundai Venue SX Plus Turbo DCT BSIV,2019,1125000,74250,Automatic,First Owner
Hyundai Verna 1.4 CRDi,2016,710000,46860,Manual,First Owner
Hyundai Verna 1.4 CRDi,2017,700000,46200,Manual,First Owner
Hyundai Verna 1.4 CX,2013,550000,36300,Manual,First Owner
Hyundai Verna 1.4 VTVT,2014,550000,36300,Manual,First Owner
Hyundai Verna 1.4 VTVT,2016,650000,42900,Manual,First Owner
Hyundai Verna 1.6 CRDI,2013,530000,34980,Manual,First Owner
Hyundai Verna 1.6 CRDI,2014,580000,38280,Manual,First Owner
Hyundai Verna 1.6 CRDI AT SX Option,2016,850000,56100,Automatic,First Owner
Hyundai Verna 1.6 CRDi EX AT,2013,525000,34650,Automatic,First Owner
Hyundai Verna 1.6 CRDi S,2015,560000,36960,Manual,First Owner
Hyundai Verna 1.6 CRDi S,2017,850000,56100,Manual,First Owner
Hyundai Verna 1.6 CRDi S,2016,800000,52800,Manual,First Owner
Hyundai Verna 1.6 CRDi S Option,2016,850000,56100,Manual,First Owner
Hyundai Verna 1.6 CRDi S Option,2015,600000,39600,Manual,First Owner
Hyundai Verna 1.6 CRDi SX,2017,750000,49500,Manual,First Owner
Hyundai Verna 1.6 CRDi SX,2015,575000,37950,Manual,First Owner
Hyundai Verna 1.6 CRDi SX,2016,803999,53064,Manual,First Owner
Hyundai Verna 1.6 SX,2011,400000,26400,Manual,First Owner
Hyundai Verna 1.6 SX,2014,575000,37950,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),2012,400000,26400,Manual,First Owner
Hyundai Verna 1.6 SX CRDi (O),2017,1050000,69300,Manual,First Owner
Hyundai Verna 1.6 SX CRDI (O) AT,2014,736000,48576,Automatic,First Owner
Hyundai Verna 1.6 SX CRDI (O) AT,2012,549000,36234,Automatic,First Owner
Hyundai Verna 1.6 SX VTVT (O),2014,500000,33000,Manual,First Owner
Hyundai Verna 1.6 SX VTVT AT,2012,475000,31350,Automatic,First Owner
Hyundai Verna 1.6 VGT CRDi,2011,300000,19800,Manual,First Owner
Hyundai Verna 1.6 VTVT AT SX,2017,1000000,66000,Automatic,First Owner
Hyundai Verna 1.6 VTVT S,2015,650000,42900,Manual,First Owner
Hyundai Verna 1.6 VTVT S,2016,850000,56100,Manual,First Owner
Hyundai Verna 1.6 VTVT S,2017,750000,49500,Manual,First Owner
Hyundai Verna 1.6 VTVT S Option,2016,760000,50160,Manual,First Owner
Hyundai Verna 1.6 VTVT S Option,2015,700000,46200,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2016,749000,49434,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015,795000,52470,Manual,First Owner
Hyundai Verna CRDi 1.4 EX,2019,960000,63360,Manual,First Owner
Hyundai Verna CRDi 1.6 AT SX Option,2018,1150000,75900,Automatic,First Owner
Hyundai Verna CRDi 1.6 AT SX Option,2019,1200000,79200,Automatic,First Owner
Hyundai Verna CRDi 1.6 AT SX Plus,2018,1000000,66000,Automatic,First Owner
Hyundai Verna CRDi 1.6 SX,2018,950000,62700,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,2019,1200000,79200,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,2018,1150000,75900,Manual,First Owner
Hyundai Verna CRDi ABS,2007,240000,15840,Manual,First Owner
Hyundai Verna CRDi SX ABS,2009,280000,18480,Manual,First Owner
Hyundai Verna S,2012,415000,27390,Manual,First Owner
Hyundai Verna SX,2012,355000,23430,Manual,First Owner
Hyundai Verna SX CRDi AT,2012,500000,33000,Automatic,First Owner
Hyundai Verna SX Diesel,2013,550000,36300,Manual,First Owner
Hyundai Verna SX Opt,2012,434999,28710,Manual,First Owner
Hyundai Verna Transform SX VTVT,2011,400000,26400,Manual,First Owner
Hyundai Verna VTVT 1.6 AT SX Option,2019,1270000,83820,Automatic,First Owner
Hyundai Verna VTVT 1.6 AT SX Option,2017,990000,65340,Automatic,First Owner
Hyundai Verna VTVT 1.6 SX,2017,866000,57156,Manual,First Owner
Hyundai Verna VTVT 1.6 SX,2018,950000,62700,Manual,First Owner
Hyundai Verna VTVT 1.6 SX,2019,990000,65340,Manual,First Owner
Hyundai Verna VTVT 1.6 SX Option,2019,1149000,75834,Manual,First Owner
Hyundai Verna VTVT 1.6 SX Option,2018,1100000,72600,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,2014,455000,30030,Manual,First Owner
Hyundai Xcent 1.1 CRDi S,2014,490000,32340,Manual,First Owner
Hyundai Xcent 1.1 CRDi SX,2016,550000,36300,Manual,First Owner
Hyundai Xcent 1.1 CRDi SX,2015,425000,28050,Manual,First Owner
Hyundai Xcent 1.1 CRDi SX Option,2015,480000,31680,Manual,First Owner
Hyundai Xcent 1.1 CRDi SX Option,2018,665000,43890,Manual,First Owner
Hyundai Xcent 1.2 CRDi E,2018,530000,34980,Manual,First Owner
Hyundai Xcent 1.2 CRDi E Plus,2018,470000,31020,Manual,First Owner
Hyundai Xcent 1.2 CRDi S,2019,700000,46200,Manual,First Owner
Hyundai Xcent 1.2 CRDi S,2018,600000,39600,Manual,First Owner
Hyundai Xcent 1.2 CRDi SX,2017,625000,41250,Manual,First Owner
Hyundai Xcent 1.2 CRDi SX,2018,570000,37620,Manual,First Owner
Hyundai Xcent 1.2 CRDi SX Option,2017,620000,40920,Manual,First Owner
Hyundai Xcent 1.2 Kappa AT S Option,2015,400000,26400,Automatic,First Owner
Hyundai Xcent 1.2 Kappa AT SX Option,2015,380000,25080,Automatic,First Owner
Hyundai Xcent 1.2 Kappa AT SX Option,2016,525000,34650,Automatic,First Owner
Hyundai Xcent 1.2 Kappa Base,2015,375000,24750,Manual,First Owner
Hyundai Xcent 1.2 Kappa S,2015,380000,25080,Manual,First Owner
Hyundai Xcent 1.2 Kappa S,2014,355000,23430,Manual,First Owner
Hyundai Xcent 1.2 Kappa S Option,2015,409999,27060,Manual,First Owner
Hyundai Xcent 1.2 Kappa SX,2017,520000,34320,Manual,First Owner
Hyundai Xcent 1.2 Kappa SX Option,2017,610000,40260,Manual,First Owner
Hyundai Xcent 1.2 Kappa SX Option,2014,426999,28182,Manual,First Owner
Hyundai Xcent 1.2 Kappa SX Option,2015,450000,29700,Manual,First Owner
Hyundai Xcent 1.2 Kappa SX Option AT,2016,565000,37290,Automatic,First Owner
Hyundai Xcent 1.2 VTVT E,2019,525000,34650,Manual,First Owner
Hyundai Xcent 1.2 VTVT E Plus,2017,440000,29040,Manual,First Owner
Hyundai Xcent 1.2 VTVT E Plus,2018,500000,33000,Manual,First Owner
Hyundai Xcent 1.2 VTVT S,2018,500000,33000,Manual,First Owner
Hyundai Xcent 1.2 VTVT S,2017,600000,39600,Manual,First Owner
Hyundai Xcent 1.2 VTVT S,2019,590000,38940,Manual,First Owner
Hyundai Xcent 1.2 VTVT S AT,2017,580000,38280,Automatic,First Owner
Hyundai Xcent 1.2 VTVT S AT,2018,575000,37950,Automatic,First Owner
Hyundai Xcent 1.2 VTVT SX,2020,524000,34584,Manual,First Owner
Hyundai Xcent 1.2 VTVT SX,2019,570000,37620,Manual,First Owner
Hyundai Xcent 1.2 VTVT SX Option,2018,640000,42240,Manual,First Owner
Isuzu D-Max V-Cross 4X4,2017,1250000,82500,Manual,First Owner
Isuzu D-Max V-Cross Z Prestige,2019,1900000,125400,Automatic,First Owner
Isuzu MU 7 AT Premium,2016,1160000,76560,Automatic,First Owner
Isuzu MUX 2WD,2019,2700000,178200,Automatic,First Owner
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,173250,Automatic,First Owner
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,211200,Automatic,First Owner
Jaguar XF 2.2 Litre Luxury,2013,2450000,161700,Automatic,First Owner
Jaguar XF 3.0 Litre S Premium Luxury,2014,2000000,132000,Automatic,First Owner
Jaguar XF 3.0 Litre S Premium Luxury,2016,3500000,231000,Automatic,First Owner
Jaguar XF Diesel,2015,2500000,165000,Automatic,First Owner
Jeep Compass 1.4 Limited,2019,1450000,95700,Automatic,First Owner
Jeep Compass 1.4 Limited Plus BSIV,2019,2100000,138600,Automatic,First Owner
Jeep Compass 1.4 Sport,2019,1520000,100320,Manual,First Owner
Jeep Compass 2.0 Limited,2017,1650000,108900,Manual,First Owner
Jeep Compass 2.0 Limited,2018,1757000,115962,Manual,First Owner
Jeep Compass 2.0 Limited 4X4,2017,1950000,128700,Manual,First Owner
Jeep Compass 2.0 Limited Option,2017,1325000,87450,Manual,First Owner
Jeep Compass 2.0 Limited Plus 4X4,2019,2150000,141900,Manual,First Owner
Jeep Compass 2.0 Longitude BSIV,2017,1550000,102300,Manual,First Owner
Jeep Compass 2.0 Longitude Option BSIV,2018,1600000,105600,Manual,First Owner
Jeep Compass 2.0 Longitude Option BSIV,2017,1689999,111540,Manual,First Owner
Jeep Compass 2.0 Longitude Option BSIV,2019,1850000,122100,Manual,First Owner
Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,270600,Automatic,First Owner
Kia Seltos HTE D,2019,643000,42438,Manual,First Owner
Kia Seltos HTX Plus AT D,2020,1900000,125400,Automatic,First Owner
Kia Seltos HTX Plus AT D,2019,1575000,103950,Automatic,First Owner
Land Rover Discovery Sport TD4 SE,2019,4500000,297000,Automatic,First Owner
Land Rover Freelander 2 TD4 HSE,2013,1650000,108900,Automatic,First Owner
Lexus ES 300h,2019,5150000,339900,Automatic,First Owner
Mahindra Bolero 2011-2019 DI - AC BS III,2017,700000,46200,Manual,First Owner
Mahindra Bolero 2011-2019 DI - AC BS III,2016,600000,39600,Manual,First Owner
Mahindra Bolero 2011-2019 DI - AC BS III,2014,450000,29700,Manual,First Owner
Mahindra Bolero 2011-2019 DI - AC BS III,2013,499000,32934,Manual,First Owner
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,500000,33000,Manual,First Owner
Mahindra Bolero 2011-2019 DI NON AC BS III White,2013,400000,26400,Manual,First Owner
Mahindra Bolero 2011-2019 DI NON AC BS III White,2014,370000,24420,Manual,First Owner
Mahindra Bolero 2011-2019 EX NON AC,2014,480000,31680,Manual,First Owner
Mahindra Bolero 2011-2019 EX NON AC,2013,305000,20130,Manual,First Owner
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,750000,49500,Manual,First Owner
Mahindra Bolero 2011-2019 Plus - AC BSIII,2015,650000,42900,Manual,First Owner
Mahindra Bolero 2011-2019 Plus AC,2016,550000,36300,Manual,First Owner
Mahindra Bolero 2011-2019 Plus AC,2013,480000,31680,Manual,First Owner
Mahindra Bolero 2011-2019 Plus AC,2015,459999,30360,Manual,First Owner
Mahindra Bolero 2011-2019 Plus AC,2014,525000,34650,Manual,First Owner
Mahindra Bolero 2011-2019 Plus Non AC,2011,400000,26400,Manual,First Owner
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,2018,530000,34980,Manual,First Owner
Mahindra Bolero 2011-2019 SLE,2015,375000,24750,Manual,First Owner
Mahindra Bolero 2011-2019 SLE,2012,400000,26400,Manual,First Owner
Mahindra Bolero 2011-2019 SLE,2014,430000,28380,Manual,First Owner
Mahindra Bolero 2011-2019 SLE,2019,710000,46860,Manual,First Owner
Mahindra Bolero 2011-2019 SLE BSIII,2014,550000,36300,Manual,First Owner
Mahindra Bolero 2011-2019 SLE BSIII,2015,509999,33660,Manual,First Owner
Mahindra Bolero 2011-2019 SLE BSIII,2016,550000,36300,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,2012,500000,33000,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,2015,585000,38610,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,2017,710000,46860,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,2011,325000,21450,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,2019,750000,49500,Manual,First Owner
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2016,700000,46200,Manual,First Owner
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2014,500000,33000,Manual,First Owner
Mahindra Bolero 2011-2019 Special Edition,2015,600000,39600,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX,2014,509999,33660,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX,2013,467000,30822,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX,2012,450000,29700,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX,2016,631000,41646,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX,2017,800000,52800,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX,2015,600000,39600,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX BSIII,2016,720000,47520,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX BSIII,2014,515000,33990,Manual,First Owner
Mahindra Bolero B2,2018,660000,43560,Manual,First Owner
Mahindra Bolero B4,2015,445000,29370,Manual,First Owner
Mahindra Bolero DI AC BSIII,2005,250000,16500,Manual,First Owner
Mahindra Bolero DI BSIII,2006,145000,9570,Manual,First Owner
Mahindra Bolero DI DX 8 Seater,2008,250000,16500,Manual,First Owner
Mahindra Bolero LX,2006,210000,13860,Manual,First Owner
Mahindra Bolero LX Non AC BSIII,2010,450000,29700,Manual,First Owner
Mahindra Bolero Pik-Up CBC 1.7T,2019,722000,47652,Manual,First Owner
Mahindra Bolero Pik-Up FB 1.7T,2020,679000,44814,Manual,First Owner
Mahindra Bolero PLUS AC,2008,350000,23100,Manual,First Owner
Mahindra Bolero Power Plus LX,2017,660000,43560,Manual,First Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,800000,52800,Manual,First Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,650000,42900,Manual,First Owner
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2017,580000,38280,Manual,First Owner
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,484999,32010,Manual,First Owner
Mahindra Bolero Power Plus SLE,2017,660000,43560,Manual,First Owner
Mahindra Bolero Power Plus SLE,2018,630000,41580,Manual,First Owner
Mahindra Bolero Power Plus SLE,2019,740000,48840,Manual,First Owner
Mahindra Bolero Power Plus SLX,2017,690000,45540,Manual,First Owner
Mahindra Bolero Power Plus SLX,2018,797000,52602,Manual,First Owner
Mahindra Bolero Power Plus ZLX,2019,740000,48840,Manual,First Owner
Mahindra Bolero Power Plus ZLX,2017,680000,44880,Manual,First Owner
Mahindra Bolero Power Plus ZLX,2016,700000,46200,Manual,First Owner
Mahindra Bolero Power Plus ZLX,2018,890000,58740,Manual,First Owner
Mahindra Bolero SLE BSIII,2011,280000,18480,Manual,First Owner
Mahindra Bolero SLX 2WD,2011,455000,30030,Manual,First Owner
Mahindra Bolero SLX 2WD BSIII,2009,290000,19140,Manual,First Owner
Mahindra Bolero SLX 4WD BSIII,2011,310000,20460,Manual,First Owner
Mahindra Bolero SLX 4WD BSIII,2008,250000,16500,Manual,First Owner
Mahindra Ingenio CRDe,2017,600000,39600,Manual,First Owner
Mahindra KUV 100 D75 K4 Plus,2018,420000,27720,Manual,First Owner
Mahindra KUV 100 D75 K6 Plus,2020,480000,31680,Manual,First Owner
Mahindra KUV 100 D75 K6 Plus 5Str,2016,390000,25740,Manual,First Owner
Mahindra KUV 100 D75 K8,2017,400000,26400,Manual,First Owner
Mahindra KUV 100 D75 K8,2020,550000,36300,Manual,First Owner
Mahindra KUV 100 D75 K8,2018,700000,46200,Manual,First Owner
Mahindra KUV 100 D75 K8 Dual Tone,2017,690000,45540,Manual,First Owner
Mahindra KUV 100 G80 K2,2018,340000,22440,Manual,First Owner
Mahindra KUV 100 G80 K2,2019,400000,26400,Manual,First Owner
Mahindra KUV 100 G80 K4 Plus,2018,450000,29700,Manual,First Owner
Mahindra KUV 100 G80 K4 Plus 5Str,2018,445000,29370,Manual,First Owner
Mahindra KUV 100 G80 K8,2018,650000,42900,Manual,First Owner
Mahindra KUV 100 G80 K8 Dual Tone,2018,550000,36300,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K2,2017,450000,29700,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K4,2017,400000,26400,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K6,2016,400000,26400,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K6,2017,500000,33000,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K6 Plus,2016,375000,24750,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K8,2016,280000,18480,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K8,2017,380000,25080,Manual,First Owner
Mahindra KUV 100 mFALCON G80 K2,2016,300000,19800,Manual,First Owner
Mahindra KUV 100 mFALCON G80 K4,2017,360000,23760,Manual,First Owner
Mahindra KUV 100 mFALCON G80 K8 5str,2016,400000,26400,Manual,First Owner
Mahindra KUV 100 mFALCON G80 K8 5str AW,2017,530000,34980,Manual,First Owner
Mahindra Logan Petrol 1.4 GLE,2010,200000,13200,Manual,First Owner
Mahindra Marazzo M2 8Str BSIV,2019,977000,64482,Manual,First Owner
Mahindra Marazzo M2 BSIV,2019,1075000,70950,Manual,First Owner
Mahindra Marazzo M6,2018,1200000,79200,Manual,First Owner
Mahindra Marazzo M6 8Str,2019,1300000,85800,Manual,First Owner
Mahindra Marazzo M6 8Str,2018,1200000,79200,Manual,First Owner
Mahindra Marazzo M8,2019,1460000,96360,Manual,First Owner
Mahindra Marshal DI,2000,150000,9900,Manual,First Owner
Mahindra NuvoSport N8,2016,600000,39600,Manual,First Owner
Mahindra NuvoSport N8 AMT,2016,650000,42900,Automatic,First Owner
Mahindra NuvoSport N8 AMT,2017,650000,42900,Automatic,First Owner
Mahindra Quanto C2,2013,450000,29700,Manual,First Owner
Mahindra Quanto C6,2012,250000,16500,Manual,First Owner
Mahindra Quanto C6,2013,225000,14850,Manual,First Owner
Mahindra Quanto C8,2012,300000,19800,Manual,First Owner
Mahindra Renault Logan 1.4 GLX Petrol,2009,135000,8910,Manual,First Owner
Mahindra Scorpio 1.99 S10,2016,1100000,72600,Manual,First Owner
Mahindra Scorpio 1.99 S10,2014,900000,59400,Manual,First Owner
Mahindra Scorpio 1.99 S10 4WD,2008,450000,29700,Manual,First Owner
Mahindra Scorpio 1.99 S4,2016,745000,49170,Manual,First Owner
Mahindra Scorpio 1.99 S4,2015,1000000,66000,Manual,First Owner
Mahindra Scorpio 1.99 S4 Plus,2015,650000,42900,Manual,First Owner
Mahindra Scorpio 1.99 S6 Plus,2016,1050000,69300,Manual,First Owner
Mahindra Scorpio 1.99 S8,2016,950000,62700,Manual,First Owner
Mahindra Scorpio 2.6 CRDe,2003,300000,19800,Manual,First Owner
Mahindra Scorpio 2.6 DX,2006,350000,23100,Manual,First Owner
Mahindra Scorpio 2.6 Turbo 7 Str,2008,400000,26400,Manual,First Owner
Mahindra Scorpio 2.6 Turbo 9 Str,2006,250000,16500,Manual,First Owner
Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2008,450000,29700,Manual,First Owner
Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,2009,475000,31350,Manual,First Owner
Mahindra Scorpio 2009-2014 SLE 7S BSIII,2014,700000,46200,Manual,First Owner
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2013,479000,31614,Manual,First Owner
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,550000,36300,Manual,First Owner
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,2012,470000,31020,Manual,First Owner
Mahindra Scorpio EX,2013,500000,33000,Manual,First Owner
Mahindra Scorpio EX,2012,450000,29700,Manual,First Owner
Mahindra Scorpio EX,2014,540000,35640,Manual,First Owner
Mahindra Scorpio Getaway,2016,750000,49500,Manual,First Owner
Mahindra Scorpio Intelli Hybrid S10,2016,1250000,82500,Manual,First Owner
Mahindra Scorpio Intelli Hybrid S10 4WD,2017,1050000,69300,Manual,First Owner
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,1100000,72600,Manual,First Owner
Mahindra Scorpio LX,2011,404000,26664,Manual,First Owner
Mahindra Scorpio LX,2013,484999,32010,Manual,First Owner
Mahindra Scorpio LX,2012,450000,29700,Manual,First Owner
Mahindra Scorpio LX BSIV,2012,450000,29700,Manual,First Owner
Mahindra Scorpio LX BSIV,2014,700000,46200,Manual,First Owner
Mahindra Scorpio S10 7 Seater,2016,1100000,72600,Manual,First Owner
Mahindra Scorpio S10 7 Seater,2015,885000,58410,Manual,First Owner
Mahindra Scorpio S11 4WD BSIV,2020,1500000,99000,Manual,First Owner
Mahindra Scorpio S11 BSIV,2018,1465000,96690,Manual,First Owner
Mahindra Scorpio S2 7 Seater,2015,680000,44880,Manual,First Owner
Mahindra Scorpio S2 7 Seater,2017,850000,56100,Manual,First Owner
Mahindra Scorpio S2 7 Seater,2014,680000,44880,Manual,First Owner
Mahindra Scorpio S2 7 Seater,2016,670000,44220,Manual,First Owner
Mahindra Scorpio S3 9 Seater BSIV,2018,900000,59400,Manual,First Owner
Mahindra Scorpio S4 7 Seater,2017,950000,62700,Manual,First Owner
Mahindra Scorpio S4 7 Seater,2014,650000,42900,Manual,First Owner
Mahindra Scorpio S4 9 Seater,2014,999000,65934,Manual,First Owner
Mahindra Scorpio S4 Plus,2017,950000,62700,Manual,First Owner
Mahindra Scorpio S4 Plus,2016,800000,52800,Manual,First Owner
Mahindra Scorpio S4 Plus 4WD,2015,715000,47190,Manual,First Owner
Mahindra Scorpio S4 Plus 4WD,2017,950000,62700,Manual,First Owner
Mahindra Scorpio S5 BSIV,2019,1000000,66000,Manual,First Owner
Mahindra Scorpio S7 120,2018,1325000,87450,Manual,First Owner
Mahindra Scorpio S7 120,2019,1300000,85800,Manual,First Owner
Mahindra Scorpio SLE BS IV,2012,480000,31680,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,490000,32340,Automatic,First Owner
Mahindra Scorpio VLX 2WD ABS AT BSIII,2014,645000,42570,Automatic,First Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2012,525000,34650,Manual,First Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2013,600000,39600,Manual,First Owner
Mahindra Scorpio VLX 2WD AT BSIII,2014,800000,52800,Automatic,First Owner
Mahindra Scorpio VLX 2WD BSIII,2012,459999,30360,Manual,First Owner
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,2010,600000,39600,Automatic,First Owner
Mahindra Scorpio VLX 4WD AIRBAG BSIV,2011,525000,34650,Manual,First Owner
Mahindra Ssangyong Rexton RX5,2013,900000,59400,Manual,First Owner
Mahindra Ssangyong Rexton RX7,2013,800000,52800,Automatic,First Owner
Mahindra Supro LX 8 Str,2018,500000,33000,Manual,First Owner
Mahindra Thar 4X4,2015,585000,38610,Manual,First Owner
Mahindra Thar 4X4,2013,770000,50820,Manual,First Owner
Mahindra Thar CRDe,2017,780000,51480,Manual,First Owner
Mahindra Thar CRDe,2016,630000,41580,Manual,First Owner
Mahindra Thar CRDe,2019,975000,64350,Manual,First Owner
Mahindra Thar CRDe ABS,2018,900000,59400,Manual,First Owner
Mahindra Thar CRDe ABS,2019,974000,64284,Manual,First Owner
Mahindra Thar CRDe AC,2018,900000,59400,Manual,First Owner
Mahindra Thar DI 4X4,2019,890000,58740,Manual,First Owner
Mahindra Thar DI 4X4 PS,2016,710000,46860,Manual,First Owner
Mahindra Thar DI 4X4 PS,2015,750000,49500,Manual,First Owner
Mahindra TUV 300 mHAWK100 T8,2016,530000,34980,Manual,First Owner
Mahindra TUV 300 mHAWK100 T8,2018,890000,58740,Manual,First Owner
Mahindra TUV 300 mHAWK100 T8 AMT,2016,750000,49500,Automatic,First Owner
Mahindra TUV 300 mHAWK100 T8 Dual Tone,2017,750000,49500,Manual,First Owner
Mahindra TUV 300 Plus P4 BSIV,2018,600000,39600,Manual,First Owner
Mahindra TUV 300 T4,2017,509999,33660,Manual,First Owner
Mahindra TUV 300 T4,2016,600000,39600,Manual,First Owner
Mahindra TUV 300 T4 Plus,2018,775000,51150,Manual,First Owner
Mahindra TUV 300 T4 Plus,2017,660000,43560,Manual,First Owner
Mahindra TUV 300 T6,2016,700000,46200,Manual,First Owner
Mahindra TUV 300 T6 Plus,2019,875000,57750,Manual,First Owner
Mahindra TUV 300 T6 Plus,2016,700000,46200,Manual,First Owner
Mahindra TUV 300 T6 Plus,2017,645000,42570,Manual,First Owner
Mahindra TUV 300 T6 Plus,2015,600000,39600,Manual,First Owner
Mahindra TUV 300 T6 Plus AMT,2015,620000,40920,Automatic,First Owner
Mahindra TUV 300 T8,2017,655000,43230,Manual,First Owner
Mahindra TUV 300 T8,2015,634000,41844,Manual,First Owner
Mahindra TUV 300 T8,2016,750000,49500,Manual,First Owner
Mahindra TUV 300 T8 AMT,2017,660000,43560,Automatic,First Owner
Mahindra TUV 300 T8 AMT,2015,775000,51150,Automatic,First Owner
Mahindra Verito 1.5 D4 BSIV,2018,750000,49500,Manual,First Owner
Mahindra Verito 1.5 D6 BSIII,2014,250000,16500,Manual,First Owner
Mahindra Verito 1.5 D6 BSIV,2012,350000,23100,Manual,First Owner
Mahindra Verito 1.6 G6 Executive BSIII,2013,350000,23100,Manual,First Owner
Mahindra Verito Vibe 1.5 dCi D4,2013,250000,16500,Manual,First Owner
Mahindra Verito Vibe 1.5 dCi D6,2016,750000,49500,Manual,First Owner
Mahindra XUV300 W6 Diesel BSIV,2019,950000,62700,Manual,First Owner
Mahindra XUV300 W8,2019,960000,63360,Manual,First Owner
Mahindra XUV300 W8 Option BSIV,2019,1090000,71940,Manual,First Owner
Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,79200,Manual,First Owner
Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,2019,1225000,80850,Manual,First Owner
Mahindra XUV500 AT W10 AWD,2016,1290000,85140,Automatic,First Owner
Mahindra XUV500 AT W6 1.99 mHawk,2016,975000,64350,Automatic,First Owner
Mahindra XUV500 AT W6 2WD,2017,1050000,69300,Automatic,First Owner
Mahindra XUV500 AT W8 FWD,2015,1044999,68970,Automatic,First Owner
Mahindra XUV500 AT W9 2WD,2018,1500000,99000,Automatic,First Owner
